session_id,target
1,6.839957861619233e-05
2,7.482042202766695e-06
3,0.0004373708215402808
4,1.045899767879628e-05
5,0.0003597064436744173
6,6.883132258546595e-05
7,0.0038604401403381453
8,0.00038019655134052214
9,2.506148774277621e-05
10,0.0006693835120486195
11,0.0009651445919692858
12,0.0001183108004317967
13,8.461878675998589e-05
14,0.05566683070695689
15,0.007388302189546304
16,0.0003021383353581278
17,0.0005132220114647625
18,5.888062073005536e-05
19,0.004813584603819384
20,3.248066024763098e-05
21,0.012141079044186225
22,3.6472154163936406e-07
23,0.0016058211232032903
24,4.9270644111969633e-05
25,0.0060736756897320525
26,0.00015074824382918002
27,0.00019313279727904776
28,6.514357256203936e-06
29,0.026371353269007015
30,0.0029684406801934056
31,0.02696047422040064
32,0.047329477865566884
33,5.54429496963487e-05
34,8.196313043174424e-05
35,0.06006671100218928
36,0.0005049918882599892
37,1.4261099805987506e-06
38,2.235812115760758e-05
39,0.0029058649281038383
40,1.0127491896993532e-05
41,0.008140849857789992
42,6.493351353962578e-05
43,0.0003023021049250474
44,9.75239164146928e-05
45,0.10184097878498649
46,0.004619615175157006
47,0.0003153551663099504
48,4.5252257030378385e-05
49,0.00281083401694867
50,2.558441055035091e-05
51,2.1877647230514353e-06
52,0.0002751180298066214
53,0.016299436103433335
54,0.0012520820124577807
55,0.0029054679622380598
56,8.844766089301202e-05
57,9.846395054733916e-06
58,1.1073673275016331e-05
59,1.525815013439039e-05
60,1.816983360244127e-06
61,4.880300730378174e-05
62,0.0005488831415187954
63,2.92101035304263e-05
64,0.00388515946845872
65,6.525945941249163e-05
66,4.030920111475928e-05
67,0.00025468436016290875
68,0.0015520087709187489
69,0.06073287213194869
70,3.141247403010922e-05
71,0.003967020871548376
72,0.0034851874232841432
73,0.001555842664957503
74,0.0003321555162261183
75,0.0005434860747777525
76,0.002069738499336251
77,0.002897008884401986
78,0.002932493657751407
79,0.00029631152523739335
80,2.6804534585462865e-05
81,1.5977629586223416e-05
82,2.584078961606232e-05
83,8.348780349626846e-06
84,0.4640894653530749
85,0.0009921963692713634
86,3.6979686325992545e-05
87,0.004145601411910598
88,0.0019626406152145376
89,0.0024044726475191103
90,0.0907858552631779
91,4.35559814195209e-05
92,8.26700878782906e-06
93,0.10376275861931629
94,1.7415186327236482e-05
95,6.0779347529866276e-05
96,8.614354357566466e-06
97,0.007297586448087933
98,6.044317742907888e-05
99,1.3115074446661727e-05
100,0.0019535388382897643
101,7.605967981807709e-05
102,0.00046256894532039765
103,8.170181924213632e-05
104,0.0002588268935603361
105,0.0010081563377936523
106,2.1424265119202044e-05
107,2.102691791539141e-05
108,0.00046699164954171354
109,8.665372803378696e-05
110,9.064893258225408e-06
111,0.0004795208193002529
112,2.8233057248006216e-06
113,0.00020681496810839598
114,1.8099391361369213e-05
115,9.250855035005192e-06
116,3.4988080439486933e-06
117,0.0003044113961512448
118,0.001237538025677548
119,1.3058993189118405e-05
120,0.005383129421293364
121,1.2815207515996954e-05
122,6.01176446500964e-05
123,4.610515030046008e-05
124,0.000645813078786455
125,0.014337782686924185
126,1.1227443474378303e-05
127,6.665344295513877e-05
128,9.11809357340985e-05
129,0.0038780524786681636
130,0.0065161050557813625
131,0.0019610989956890213
132,0.004409212576552092
133,0.0062632981347685805
134,0.0002568761958261569
135,4.868235247876866e-05
136,0.003741027916517083
137,2.749338847880297e-05
138,0.004620796731458074
139,5.655370003722947e-05
140,6.225066105239388e-05
141,5.7343449579544e-06
142,7.996375250479451e-05
143,0.00032469011779420666
144,0.004146128407372044
145,2.2757806252786792e-05
146,0.0026922250520474826
147,2.791518819761834e-05
148,0.008862701753474226
149,0.003321225207322901
